identifier,name,type,usage,frequency,dme_channel,dme_rx_frequency,dme_tx_frequency,dme_bias,vor_slaved_variation,loc_heading,gs_angle,reception_range,latitude,longitude,elevation,region,airport,airport_runway,country
IMY,ILS 22,ILS-I,TERMINAL,108900,,,,,,218.163,,18,24.774069444,125.287558333,140,RO,ROMY,22,JP
IMY,MIYAKO DME-ILS,DME-ILS,TERMINAL,108900,26X,1050000,987000,0,,,,25,24.786872222,125.300280556,136,RO,ROMY,,JP
IMYF,GS 28R,GS,TERMINAL,111950,,,,,,295.100,3.00,18,32.814483333,-117.137247222,423,K2,KMYF,28R,US
IMYF,ILS 28R,ILS-I,TERMINAL,111950,,,,,,295.100,,18,32.818861111,-117.146452778,423,K2,KMYF,28R,US
IMYF,MONTGOMERY-GIBBS EXECUTIV DME-ILS,DME-ILS,TERMINAL,111950,56Y,1080000,1143000,0,,,,25,32.819697222,-117.146475000,428,K2,KMYF,,US
IMYO,GS 36R,GS,TERMINAL,111350,,,,,,359.015,3.00,18,35.027222222,-89.971161111,324,K7,KMEM,36R,US
IMYO,ILS 36R,ILS-III,TERMINAL,111350,,,,,,359.015,,18,35.051711111,-89.973011111,324,K7,KMEM,36R,US
IMYO,MEMPHIS INTL DME-ILS,DME-ILS,TERMINAL,111350,50Y,1074000,1137000,0,,,,25,35.051644444,-89.972133333,283,K7,KMEM,,US
IMYQ,BRADLEY INTL DME-ILS,DME-ILS,TERMINAL,111100,48X,1072000,1009000,0,,,,25,41.954802778,-72.665697222,164,K6,KBDL,,US
IMYQ,GS 24,GS,TERMINAL,111100,,,,,,224.283,3.00,18,41.948216667,-72.673877778,157,K6,KBDL,24,US
IMYQ,ILS 24,ILS-II,TERMINAL,111100,,,,,,224.283,,18,41.929905556,-72.699341667,157,K6,KBDL,24,US
IMYR,GS 18,GS,TERMINAL,109500,,,,,,168.263,3.00,18,33.690291667,-78.929280556,22,K7,KMYR,18,US
IMYR,ILS 18,ILS-II,TERMINAL,109500,,,,,,168.263,,18,33.663050000,-78.924155556,22,K7,KMYR,18,US
IMYR,MYRTLE BEACH INTL DME-ILS,DME-ILS,TERMINAL,109500,32X,1056000,993000,0,,,,25,33.663394444,-78.922833333,22,K7,KMYR,,US
IMYV,GS 14,GS,TERMINAL,110500,,,,,,156.859,3.00,18,39.102094444,-121.574383333,59,K2,KMYV,14,US
IMYV,ILS 14,ILS-I,TERMINAL,110500,,,,,,156.859,,18,39.087227778,-121.564852778,59,K2,KMYV,14,US
IMYY,GS 17,GS,TERMINAL,108750,,,,,,159.136,3.00,18,39.884972222,-75.235747222,6,K6,KPHL,17,US
IMYY,ILS 17,ILS-I,TERMINAL,108750,,,,,,159.136,,18,39.868422222,-75.226536111,6,K6,KPHL,17,US
IMYY,PHILADELPHIA INTL DME-ILS,DME-ILS,TERMINAL,108750,24Y,1048000,1111000,0,,,,25,39.868541667,-75.227594444,25,K6,KPHL,,US
IMZ,GS 09,GS,TERMINAL,109500,,,,,,095.737,3.00,18,39.700613889,66.969261111,2211,UT,UTSS,09,UZ
IMZ,GS 12,GS,TERMINAL,108500,,,,,,107.305,3.00,18,49.568625000,117.314700000,2195,ZB,ZBMZ,12,CN
IMZ,GS 27,GS,TERMINAL,108900,,,,,,265.178,3.00,18,31.878952778,131.458163889,31,RJ,RJFM,27,JP
IMZ,ILS 09,ILS-I,TERMINAL,109500,,,,,,95.737,,18,39.698725000,67.007372222,2211,UT,UTSS,09,UZ
IMZ,ILS 12,ILS-I,TERMINAL,108500,,,,,,107.305,,18,49.562233333,117.351905556,2195,ZB,ZBMZ,12,CN
IMZ,ILS 27,ILS-I,TERMINAL,108900,,,,,,265.178,,18,31.876016667,131.432966667,31,RJ,RJFM,27,JP
IMZ,MIYAZAKI DME-ILS,DME-ILS,TERMINAL,108900,26X,1050000,987000,0,,,,25,31.879011111,131.458058333,31,RJ,RJFM,,JP
IMZ,SAMARKAND DME-ILS,DME-ILS,TERMINAL,109500,32X,1056000,993000,0.200,,,,25,39.700613889,66.969261111,2211,UT,UTSS,,UZ
IMZ,XIJIAO DME-ILS,DME-ILS,TERMINAL,108500,22X,1046000,983000,0,,,,25,49.568625000,117.314700000,2195,ZB,ZBMZ,,CN
IMZG,GS 20,GS,TERMINAL,108100,,,,,,198.127,3.00,18,23.578500000,119.633305556,86,RC,RCQC,20,TW
IMZG,ILS 20,ILS-I,TERMINAL,108100,,,,,,198.127,,18,23.553472222,119.622833333,86,RC,RCQC,20,TW
IMZG,PENGHU DME-ILS,DME-ILS,TERMINAL,108100,18X,1042000,979000,0,,,,25,23.578388889,119.633222222,62,RC,RCQC,,TW
IMZR,GS 22,GS,TERMINAL,109500,,,,,,224.907,3.00,18,32.515677778,-92.029844444,74,K4,KMLU,22,US
IMZR,ILS 22,ILS-I,TERMINAL,109500,,,,,,224.907,,18,32.501622222,-92.048288889,74,K4,KMLU,22,US
IMZT,GEN RAFAEL BUELNA INTL DME-ILS,DME-ILS,TERMINAL,111700,54X,1078000,1015000,0,,,,25,23.160283333,-106.254713889,32,MM,MMMZ,,MX
IMZT,GS 26,GS,TERMINAL,111700,,,,,,273.049,3.00,18,23.160283333,-106.254713889,32,MM,MMMZ,26,MX
IMZT,ILS 26,ILS-I,TERMINAL,111700,,,,,,273.049,,18,23.162416667,-106.280430556,32,MM,MMMZ,26,MX
IMZX,GS 17,GS,TERMINAL,111750,,,,,,168.269,3.00,18,33.379741667,-81.968675000,139,K7,KAGS,17,US
IMZX,ILS 17,ILS-I,TERMINAL,111750,,,,,,168.269,,18,33.357416667,-81.964627778,139,K7,KAGS,17,US
IMZZ,GS 04,GS,TERMINAL,111700,,,,,,037.486,3.00,18,40.486322222,-85.685897222,850,K5,KMZZ,04,US
IMZZ,ILS 04,ILS-I,TERMINAL,111700,,,,,,37.486,,18,40.499347222,-85.670922222,850,K5,KMZZ,04,US
IN,INHAMBANE NDB,NDB,ENROUTE,400,,,,,,,,25,-23.874658333,35.404352778,,FQ,,,MZ
IN,RAIZE (INTERNATIONAL FALLS) NDB,NDB,TERMINAL,353,,,,,,,,50,48.481347222,-93.278066667,,K3,KINL,,US
IN,REENO (WINSTON SALEM) NDB,NDB,TERMINAL,317,,,,,,,,25,36.070980556,-80.166872222,,K7,KINT,,US
IN,SONDERBORG NDB,NDB,ENROUTE,316,,,,,,,,15,55.020516667,9.706433333,,EK,,,DK
IN,SUKHOTINO NDB,NDB,ENROUTE,1055,,,,,,,,50,54.608888889,37.323611111,,UU,,,RU
IN,ZINDER NDB,NDB,ENROUTE,264,,,,,,,,50,13.789494444,8.997836111,,DR,,,NE
INA,GS 04,GS,TERMINAL,111500,,,,,,061.479,3.00,18,66.585027778,66.590722222,220,US,USDD,04,RU
INA,GS 21,GS,TERMINAL,108500,,,,,,224.251,3.00,18,-34.937222222,150.548333333,400,YM,YSNW,21,AU
INA,GS 31L,GS,TERMINAL,108900,,,,,,316.664,3.20,18,41.659111111,44.961361111,1600,UG,UGTB,31L,GE
INA,GS 33,GS,TERMINAL,110700,,,,,,336.984,2.70,18,53.199027778,63.552972222,600,UA,UAUU,33,KZ
INA,ILS 04,ILS-I,TERMINAL,111500,,,,,,61.479,,18,66.600638889,66.657277778,220,US,USDD,04,RU
INA,ILS 21,ILS-I,TERMINAL,108500,,,,,,224.251,,18,-34.951786111,150.532930556,400,YM,YSNW,21,AU
INA,ILS 31L,ILS-I,TERMINAL,108900,,,,,,316.664,,18,41.679250000,44.938305556,1600,UG,UGTB,31L,GE
INA,ILS 33,ILS-I,TERMINAL,110700,,,,,,336.984,,18,53.224805556,63.536638889,600,UA,UAUU,33,KZ
INA,KOSTANAY DME-ILS,DME-ILS,TERMINAL,110700,44X,1068000,1005000,0.200,,,,25,53.199027778,63.552972222,600,UA,UAUU,,KZ
INA,NOWRA MILITARY DME-ILS,DME-ILS,TERMINAL,108500,22X,1046000,983000,0,,,,25,-34.937500000,150.548333333,400,YM,YSNW,,AU
INA,SALEKHARD DME-ILS,DME-ILS,TERMINAL,111500,52X,1076000,1013000,0,,,,25,66.585027778,66.590722222,220,US,USDD,,RU
INA,TBILISI DME-ILS,DME-ILS,TERMINAL,108900,26X,1050000,987000,0.200,,,,25,41.659111111,44.961361111,1600,UG,UGTB,,GE
INA,WINNEMUCCA VOR/DME,VOR-DME,ENROUTE,108200,19X,1043000,980000,0,16.000,,,25,40.899277778,-117.812191667,4299,K2,,,US
INAH,GS 17,GS,TERMINAL,111700,,,,,,169.069,3.00,18,24.573416667,39.702750000,2140,OE,OEMA,17,SA
INAH,ILS 17,ILS-II,TERMINAL,111700,,,,,,169.069,,18,24.535416667,39.712027778,2140,OE,OEMA,17,SA
INAH,PRINCE MOHAMMAD BIN ABDUL DME-ILS,DME-ILS,TERMINAL,111700,54X,1078000,1015000,0,,,,25,24.573416667,39.702750000,2140,OE,OEMA,,SA
INAN,GS 02,GS,TERMINAL,110300,,,,,,020.583,3.40,18,18.802422222,100.780022222,685,VT,VTCN,02,TH
INAN,ILS 02,ILS-I,TERMINAL,110300,,,,,,20.583,,18,18.817583333,100.787258333,685,VT,VTCN,02,TH
INAN,NAN DME-ILS,DME-ILS,TERMINAL,110300,40X,1064000,1001000,0,,,,25,18.817825000,100.786625000,687,VT,VTCN,,TH
INAS,CARLOS IBANEZ DEL CAMPO I DME-ILS,DME-ILS,TERMINAL,109900,36X,1060000,997000,0,,,,25,-52.999444444,-70.838055556,125,SC,SCCI,,CL
INAS,GS 25,GS,TERMINAL,109900,,,,,,268.763,3.00,18,-52.999444444,-70.838055556,112,SC,SCCI,25,CL
INAS,ILS 25,ILS-I,TERMINAL,109900,,,,,,268.763,,18,-53.001111111,-70.880000000,112,SC,SCCI,25,CL
INAT,GS 03R,GS,TERMINAL,110700,,,,,,029.331,3.00,18,9.049794444,-79.390161111,50,MP,MPTO,03R,PA
INAT,ILS 03R,ILS-I,TERMINAL,110700,,,,,,29.331,,18,9.073177778,-79.378080556,50,MP,MPTO,03R,PA
INAT,TOCUMEN INTL DME-ILS,DME-ILS,TERMINAL,110700,44X,1068000,1005000,0,,,,25,9.049794444,-79.390161111,21,MP,MPTO,,PA
INB,GS 29L,GS,TERMINAL,111900,,,,,,287.226,3.00,18,21.216436111,105.818861111,39,VV,VVNB,29L,VN
INB,ILS 29L,ILS-I,TERMINAL,111900,,,,,,287.226,,18,21.225480556,105.783630556,39,VV,VVNB,29L,VN
INB,INEBOLU VOR/DME,VOR-DME,ENROUTE,113300,80X,1104000,1167000,0,5.000,,,130,41.951416667,33.706277778,2224,LT,,,TR
INB,NOI BAI INTL DME-ILS,DME-ILS,TERMINAL,111900,56X,1080000,1017000,0,,,,25,21.216436111,105.818861111,39,VV,VVNB,,VN
INBG,GS 04,GS,TERMINAL,109500,,,,,,044.126,3.00,18,29.826205556,-90.036047222,-6,K4,KNBG,04,US
INBG,ILS 04,ILS-I,TERMINAL,109500,,,,,,44.126,,18,29.845272222,-90.012969444,-6,K4,KNBG,04,US
INC,CHANGBEI DME-ILS,DME-ILS,TERMINAL,110500,42X,1066000,1003000,0,,,,25,28.877025000,115.907188889,148,ZS,ZSCN,,CN
INC,GS 07,GS,TERMINAL,111500,,,,,,065.162,3.00,18,55.034191667,-1.699022222,263,EG,EGNT,07,GB
INC,GS 11,GS,TERMINAL,110100,,,,,,094.743,3.50,18,53.155777778,140.640333333,187,UH,UHNN,11,RU
INC,GS 21,GS,TERMINAL,110500,,,,,,202.999,3.00,18,28.877025000,115.907188889,148,ZS,ZSCN,21,CN
INC,GS 23,GS,TERMINAL,109100,,,,,,233.533,2.75,18,55.276033333,86.125080556,844,UN,UNEE,23,RU
INC,GS 28,GS,TERMINAL,109300,,,,,,272.821,3.00,18,37.957175000,139.119816667,12,RJ,RJSN,28,JP
INC,ILS 07,ILS-III,TERMINAL,111500,,,,,,65.162,,18,55.042936111,-1.670908333,263,EG,EGNT,07,GB
INC,ILS 11,ILS-I,TERMINAL,110100,,,,,,94.743,,18,53.153305556,140.668388889,187,UH,UHNN,11,RU
INC,ILS 21,ILS-I,TERMINAL,110500,,,,,,202.999,,18,28.848397222,115.894655556,148,ZS,ZSCN,21,CN
INC,ILS 23,ILS-I,TERMINAL,109100,,,,,,233.533,,18,55.258541667,86.080255556,844,UN,UNEE,23,RU
INC,ILS 28,ILS-I,TERMINAL,109300,,,,,,272.821,,18,37.956938889,139.092938889,12,RJ,RJSN,28,JP
INC,NEWCASTLE DME-ILS,DME-ILS,TERMINAL,111500,52X,1076000,1013000,0.600,,,,25,55.036952778,-1.689144444,256,EG,EGNT,,GB
INC,NIIGATA DME-ILS,DME-ILS,TERMINAL,109300,30X,1054000,991000,0,,,,25,37.957213889,139.119691667,18,RJ,RJSN,,JP
INC,NIKOLAYEVSK-NA-AMURE DME-ILS,DME-ILS,TERMINAL,110100,38X,1062000,999000,0,,,,25,53.155027778,140.640416667,187,UH,UHNN,,RU
INCA,GS 01,GS,TERMINAL,111100,,,,,,359.970,3.00,18,34.703177778,-77.437191667,20,K7,KNCA,01,US
INCA,ILS 01,ILS-I,TERMINAL,111100,,,,,,359.970,,18,34.719125000,-77.436708333,20,K7,KNCA,01,US
INCA,NEW RIVER MCAS /H/ /MCCUT DME-ILS,DME-ILS,TERMINAL,111100,48X,1072000,1009000,0,,,,125,34.719338889,-77.435858333,11,K7,KNCA,,US
INCP,GS 12L,GS,TERMINAL,110700,,,,,,123.847,3.00,18,21.054105556,-86.877780556,22,MM,MMUN,12L,MX
INCP,ILS 12L,ILS-I,TERMINAL,110700,,,,,,123.847,,18,21.039188889,-86.856547222,22,MM,MMUN,12L,MX
INCP,NICHUPTE DME-ILS,DME-ILS,TERMINAL,110700,44X,1068000,1005000,0,,,,25,21.054105556,-86.877780556,22,MM,MMUN,,MX
IND,GS 23,GS,TERMINAL,111350,,,,,,234.107,3.00,18,51.573833333,0.697444444,55,EG,EGMC,23,GB
IND,GS 29R,GS,TERMINAL,109300,,,,,,266.158,3.00,18,-15.862833333,-47.900833333,3458,SB,SBBR,29R,BR
IND,ILS 09,LOC,TERMINAL,109100,,,,,,87.059,,18,62.048222222,14.441277778,0,ES,ESND,09,SE
IND,ILS 23,ILS-I,TERMINAL,111350,,,,,,234.107,,18,51.564402778,0.679941667,55,EG,EGMC,23,GB
IND,ILS 29R,ILS-I,TERMINAL,109300,,,,,,266.158,,18,-15.863666667,-47.929666667,3458,SB,SBBR,29R,BR
IND,PRES JUSCELINO KUBITSCHEK DME-ILS,DME-ILS,TERMINAL,109300,30X,1054000,991000,0,,,,125,-15.863666667,-47.929666667,3473,SB,SBBR,,BR
IND,SOUTHEND DME-ILS,DME-ILS,TERMINAL,111350,50Y,1074000,1137000,0.400,,,,25,51.571127778,0.691622222,57,EG,EGMC,,GB
INDZ,GS 32,GS,TERMINAL,110550,,,,,,317.262,3.00,18,30.693533333,-87.011094444,170,K7,KNDZ,32,US
INDZ,ILS 32,ILS-I,TERMINAL,110550,,,,,,317.262,,18,30.705386111,-87.025572222,170,K7,KNDZ,32,US
INDZ,WHITING FLD NAS (SOUTH) DME-ILS,DME-ILS,TERMINAL,110550,42Y,1066000,1129000,0,,,,25,30.704905556,-87.026269444,178,K7,KNDZ,,US
INE,GENEVA DME-ILS,DME-ILS,TERMINAL,110900,46X,1070000,1007000,0,,,,25,46.230555556,6.095500000,1460,LS,LSGG,,CH
INE,GS 04,GS,TERMINAL,110900,,,,,,045.441,3.00,18,46.230555556,6.095444444,1459,LS,LSGG,04,CH
INE,ILS 04,ILS-I,TERMINAL,110900,,,,,,45.441,,18,46.253555556,6.131694444,1459,LS,LSGG,04,CH
INEJ,GS 06,GS,TERMINAL,109300,,,,,,059.854,3.00,18,17.604972222,44.409888889,3977,OE,OENG,06,SA
INEJ,ILS 06,ILS-I,TERMINAL,109300,,,,,,59.854,,18,17.619694444,44.434055556,3977,OE,OENG,06,SA
INEJ,NEJRAN DME-ILS,DME-ILS,TERMINAL,109300,30X,1054000,991000,0,,,,25,17.604972222,44.409888889,4000,OE,OENG,,SA
INEM,GS 15,GS,TERMINAL,108700,,,,,,155.120,3.00,18,27.937194444,35.288250000,100,OE,OENN,15,SA
INEM,ILS 15,ILS-I,TERMINAL,108700,,,,,,155.120,,18,27.905833333,35.303388889,100,OE,OENN,15,SA
INEM,NEOM BAY DME-ILS,DME-ILS,TERMINAL,108700,24X,1048000,985000,0,,,,25,27.937194444,35.288250000,100,OE,OENN,,SA
INEU,GS 27,GS,TERMINAL,109350,,,,,,270.506,3.00,18,48.711822222,11.224283333,1250,ET,ETSN,27,DE
INEU,ILS 27,ILS-I,TERMINAL,109350,,,,,,270.506,,18,48.711111111,11.190722222,1250,ET,ETSN,27,DE
INEU,NEUBURG DME-ILS,DME-ILS,TERMINAL,109350,30Y,1054000,1117000,0,,,,25,48.711816667,11.224294444,1250,ET,ETSN,,DE
INEW,GS 12,GS,TERMINAL,110500,,,,,,120.603,3.00,18,50.446705556,-5.007808333,306,EG,EGHQ,12,GB
INEW,GS 18R,GS,TERMINAL,111300,,,,,,179.277,3.00,18,30.049494444,-90.029050000,3,K4,KNEW,18R,US
INEW,ILS 12,ILS-I,TERMINAL,110500,,,,,,120.603,,18,50.433625000,-4.976400000,306,EG,EGHQ,12,GB
INEW,ILS 18R,ILS-I,TERMINAL,111300,,,,,,179.277,,18,30.033591667,-90.029636111,3,K4,KNEW,18R,US
INEW,LAKEFRONT DME-ILS,DME-ILS,TERMINAL,111300,50X,1074000,1011000,0,,,,25,30.033802778,-90.028225000,14,K4,KNEW,,US
INEW,NEWQUAY DME-ILS,DME-ILS,TERMINAL,110500,42X,1066000,1003000,0.700,,,,25,50.442305556,-4.996391667,365,EG,EGHQ,,GB
INF,GS 24,GS,TERMINAL,110500,,,,,,242.764,2.67,18,43.517277778,43.645027778,1463,UR,URMN,24,RU
INF,ILS 24,ILS-I,TERMINAL,110500,,,,,,242.764,,18,43.507722222,43.622694444,1463,UR,URMN,24,RU
INFW,GS 18,GS,TERMINAL,108700,,,,,,180.523,3.00,18,32.782669444,-97.439758333,620,K4,KNFW,18,US
INFW,ILS 18,ILS-I,TERMINAL,108700,,,,,,180.523,,18,32.746505556,-97.441780556,620,K4,KNFW,18,US
ING,AMBLER NDB,NDB,ENROUTE,275,,,,,,,,25,40.125941667,-75.285180556,,K6,,,US
ING,GS 08L,GS,TERMINAL,110500,,,,,,081.696,3.00,18,41.255500000,69.264138889,1387,UT,UTTT,08L,UZ
ING,GS 22,GS,TERMINAL,108100,,,,,,204.495,2.67,18,51.788013889,143.146925000,128,UH,UHSN,22,RU
ING,GS 36L,GS,TERMINAL,109500,,,,,,011.504,3.00,18,56.220000000,43.776777778,259,UW,UWGG,36L,RU
ING,ILS 08L,ILS-II,TERMINAL,110500,,,,,,81.696,,18,41.261555556,69.309250000,1387,UT,UTTT,08L,UZ
ING,ILS 22,ILS-I,TERMINAL,108100,,,,,,204.495,,18,51.771905556,143.132908333,128,UH,UHSN,22,RU
ING,ILS 36L,ILS-I,TERMINAL,109500,,,,,,11.504,,18,56.249750000,43.789666667,259,UW,UWGG,36L,RU
ING,INGO VOR/DME,VOR-DME,ENROUTE,112400,71X,1095000,1158000,0,-13.000,,,40,63.803055556,-16.638055556,200,BI,,,IS
ING,ISLAM KARIMOV DME-ILS,DME-ILS,TERMINAL,110500,42X,1066000,1003000,0.200,,,,25,41.255500000,69.264138889,1387,UT,UTTT,,UZ
ING,SAINT INGLEVERT NDB,NDB,ENROUTE,387,,,,,,,,15,50.883166667,1.741805556,,LF,,,FR
INGP,GS 13R,GS,TERMINAL,111300,,,,,,135.129,3.00,18,27.698697222,-97.300061111,7,K4,KNGP,13R,US
INGP,ILS 13R,ILS-I,TERMINAL,111300,,,,,,135.129,,18,27.682847222,-97.281480556,7,K4,KNGP,13R,US
INGR,DR. BABASAHEB AMBEDKAR IN DME-ILS,DME-ILS,TERMINAL,110300,40X,1064000,1001000,0,,,,25,21.087405556,79.049583333,1023,VA,VANP,,IN
INGR,GS 32,GS,TERMINAL,110300,,,,,,323.582,3.00,18,21.087505556,79.049669444,1023,VA,VANP,32,IN
INGR,ILS 32,ILS-I,TERMINAL,110300,,,,,,323.582,,18,21.110647222,79.032655556,1023,VA,VANP,32,IN
INGU,GS 10,GS,TERMINAL,108950,,,,,,089.999,3.00,18,36.936422222,-76.299322222,10,K6,KNGU,10,US
INGU,ILS 10,ILS-I,TERMINAL,108950,,,,,,89.999,,18,36.937472222,-76.274875000,10,K6,KNGU,10,US
INGU,NORFOLK NS DME-ILS,DME-ILS,TERMINAL,108950,26Y,1050000,1113000,0,,,,25,36.937469444,-76.299308333,24,K6,KNGU,,US
INH,GS 27,GS,TERMINAL,110900,,,,,,269.297,3.00,18,52.677258333,1.292016667,166,EG,EGSH,27,GB
INH,GS 28,GS,TERMINAL,111300,,,,,,281.783,3.00,18,32.080833333,131.462222222,259,RJ,RJFN,28,JP
INH,ILS 27,ILS-I,TERMINAL,110900,,,,,,269.297,,18,52.675797222,1.265002778,166,EG,EGSH,27,GB
INH,ILS 28,ILS-I,TERMINAL,111300,,,,,,281.783,,18,32.086666667,131.434444444,259,RJ,RJFN,28,JP
INH,NORWICH DME-ILS,DME-ILS,TERMINAL,110900,46X,1070000,1007000,0.500,,,,25,52.677463889,1.283175000,136,EG,EGSH,,GB
INHK,GS 06,GS,TERMINAL,108700,,,,,,049.034,3.00,18,38.278013889,-76.417844444,30,K6,KNHK,06,US
INHK,ILS 06,ILS-I,TERMINAL,108700,,,,,,49.034,,18,38.300327778,-76.387258333,30,K6,KNHK,06,US
INHK,PATUXENT RIVER NAS DME-ILS,DME-ILS,TERMINAL,108700,24X,1048000,985000,0,,,,25,38.278013889,-76.417844444,30,K6,KNHK,,US
INHT,GS 25,GS,TERMINAL,108500,,,,,,249.796,3.50,18,51.553555556,-0.410927778,114,EG,EGWU,25,GB
INHT,ILS 25,ILS-I,TERMINAL,108500,,,,,,249.796,,18,51.549727778,-0.432652778,114,EG,EGWU,25,GB
INHT,NORTHOLT DME-ILS,DME-ILS,TERMINAL,108500,22X,1046000,983000,0.100,,,,25,51.553563889,-0.410991667,114,EG,EGWU,,GB
INIA,GS 01,GS,TERMINAL,110300,,,,,,017.118,3.00,18,-38.933433333,-72.656025000,321,SC,SCQP,01,CL
INIA,ILS 01,ILS-III,TERMINAL,110300,,,,,,17.118,,18,-38.912777778,-72.646388889,321,SC,SCQP,01,CL
INIA,LA ARAUCANIA DME-ILS,DME-ILS,TERMINAL,110300,40X,1064000,1001000,0,,,,25,-38.933433333,-72.656025000,321,SC,SCQP,,CL
ININ,GS 09L,GS,TERMINAL,111300,,,,,,084.046,3.00,18,37.090363889,127.017475000,30,RK,RKSO,09L,KR
ININ,ILS 09L,ILS-I,TERMINAL,111300,,,,,,84.046,,18,37.094097222,127.048227778,30,RK,RKSO,09L,KR
INIW,GS 27,GS,TERMINAL,110700,,,,,,272.052,3.00,18,51.603327778,6.155572222,105,ED,EDLV,27,DE
INIW,ILS 27,ILS-III,TERMINAL,110700,,,,,,272.052,,18,51.602980556,6.118269444,105,ED,EDLV,27,DE
INJ,BEIJING CAPITAL DME-ILS,DME-ILS,TERMINAL,108500,22X,1046000,983000,0,,,,25,40.061769444,116.618622222,102,ZB,ZBAA,,CN
INJ,GS 01,GS,TERMINAL,108500,,,,,,353.132,3.00,18,40.061775000,116.618680556,102,ZB,ZBAA,01,CN
INJ,ILS 01,ILS-II,TERMINAL,108500,,,,,,353.132,,18,40.095380556,116.611913889,102,ZB,ZBAA,01,CN
INJF,AL-ASHRAF DME-ILS,DME-ILS,TERMINAL,108900,26X,1050000,987000,0,,,,25,31.986194444,44.416333333,100,OR,ORNI,,IQ
INJF,GS 28,GS,TERMINAL,108900,,,,,,284.152,3.00,18,31.986194444,44.416333333,100,OR,ORNI,28,IQ
INJF,ILS 28,ILS-I,TERMINAL,108900,,,,,,284.152,,18,31.993888889,44.385500000,100,OR,ORNI,28,IQ
INJL,GS 33,GS,TERMINAL,110300,,,,,,325.668,3.00,18,26.934244444,49.708327778,100,OE,OEJL,33,SA
INJL,ILS 33,ILS-I,TERMINAL,110300,,,,,,325.668,,18,26.952927778,49.695475000,100,OE,OEJL,33,SA
INJL,KING ABDULAZIZ NAVAL BASE DME-ILS,DME-ILS,TERMINAL,110300,40X,1064000,1001000,0,,,,25,26.934244444,49.708327778,100,OE,OEJL,,SA
INK,BEGISHEVO DME-ILS,DME-ILS,TERMINAL,109900,36X,1060000,997000,0,,,,25,55.571555556,52.102222222,643,UW,UWKE,,RU
INK,GS 21,GS,TERMINAL,109900,,,,,,226.954,3.00,18,55.571555556,52.102222222,643,UW,UWKE,21,RU
INK,ILS 15,LOC,TERMINAL,108550,,,,,,141.104,,18,33.655344444,135.372600000,0,RJ,RJBD,15,JP
INK,ILS 21,ILS-I,TERMINAL,109900,,,,,,226.954,,18,55.554500000,52.073277778,643,UW,UWKE,21,RU
INK,NANKI-SHIRAHAMA DME-ILS,DME-ILS,TERMINAL,108550,22Y,1046000,1109000,0,,,,25,33.655427778,135.373116667,285,RJ,RJBD,,JP
INK,WINK VORTAC,VORTAC,ENROUTE,112100,58X,1082000,1019000,0,11.000,,,130,31.874763889,-103.243777778,2860,K4,,,US
INKP,GS 15,GS,TERMINAL,109700,,,,,,144.986,3.00,18,17.390133333,104.637216667,587,VT,VTUW,15,TH
INKP,ILS 15,ILS-I,TERMINAL,109700,,,,,,144.986,,18,17.372402778,104.651383333,587,VT,VTUW,15,TH
INKP,NAKHON PHANOM DME-ILS,DME-ILS,TERMINAL,109700,34X,1058000,995000,0,,,,25,17.372052778,104.650838889,553,VT,VTUW,,TH
INKR,GS 06,GS,TERMINAL,109700,,,,,,061.185,3.00,18,14.945341667,102.307241667,765,VT,VTUQ,06,TH
INKR,ILS 06,ILS-I,TERMINAL,109700,,,,,,61.185,,18,14.955350000,102.323752778,765,VT,VTUQ,06,TH
INKR,RATCHASIMA DME-ILS,DME-ILS,TERMINAL,109700,34X,1058000,995000,0,,,,25,14.954788889,102.324058333,740,VT,VTUQ,,TH
INKS,GS 19,GS,TERMINAL,109700,,,,,,185.959,3.00,18,8.545922222,99.946497222,13,VT,VTSF,19,TH
INKS,ILS 03,LDA,TERMINAL,110500,,,,,,22.859,,18,26.154916667,119.954805556,0,RC,RCFG,03,TW
INKS,ILS 19,ILS-I,TERMINAL,109700,,,,,,185.959,,18,8.527347222,99.943438889,13,VT,VTSF,19,TH
INKS,NAKHON SI THAMMARAT DME-ILS,DME-ILS,TERMINAL,109700,34X,1058000,995000,0,,,,25,8.545922222,99.946497222,13,VT,VTSF,,TH
INKS,NANGAN DME-ILS,DME-ILS,TERMINAL,110500,42X,1066000,1003000,0,,,,25,26.155138889,119.954805556,242,RC,RCFG,,TW
INKT,CHERRY POINT MCAS DME-ILS,DME-ILS,TERMINAL,108900,26X,1050000,987000,0,,,,25,34.892322222,-76.894763889,23,K7,KNKT,,US
INKT,GS 23R,GS,TERMINAL,108900,,,,,,225.361,3.00,18,34.916691667,-76.865536111,15,K7,KNKT,23R,US
INKT,ILS 23R,ILS-I,TERMINAL,108900,,,,,,225.361,,18,34.892527778,-76.894530556,15,K7,KNKT,23R,US
INKW,GS 31,GS,TERMINAL,109300,,,,,,301.866,3.00,18,-7.321336111,72.421888889,11,FJ,FJDG,31,IO
INKW,ILS 31,ILS-I,TERMINAL,109300,,,,,,301.866,,18,-7.303050000,72.394469444,11,FJ,FJDG,31,IO
INKX,GS 24R,GS,TERMINAL,111150,,,,,,255.354,3.00,18,32.871166667,-117.130291667,468,K2,KNKX,24R,US
INKX,ILS 24R,ILS-I,TERMINAL,111150,,,,,,255.354,,18,32.863736111,-117.168619444,468,K2,KNKX,24R,US
